"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"lfc_shrunken"	"SYMBOL"	"GENENAME"	"ENTREZID"	"Ctrl_1"	"Ctrl_2"	"Ctrl_3"	"Ctrl_4"	"OB_OA_1"	"OB_OA_2"	"OB_OA_3"	"OB_OA_4"	"OB_OA_5"	"OB_OA_6"	"OB_OA_7"
"ENSG00000117724"	187.791263448997	1.76914415339256	0.458816018082058	3.85589012517028	0.000115309274766157	0.0102009525404779	1.51197309607588	"CENPF"	"centromere protein F"	"1063"	66	54	132	58	314	116	419	196	230	140	198
"ENSG00000118193"	25.7392446559955	2.23497745863219	0.52399889534596	4.26523314931149	1.99693560104061e-05	0.00287306482052874	1.83087157298795	"KIF14"	"kinesin family member 14"	"9928"	8	4	13	7	35	24	76	25	31	26	25
"ENSG00000118515"	3542.67728296175	1.17658524691802	0.361831999830901	3.25174458717828	0.0011469904186606	0.0474343874198277	1.06554830685501	"SGK1"	"serum/glucocorticoid regulated kinase 1"	"6446"	3918	1553	1483	1248	2208	6014	4516	3732	4295	7954	3101
"ENSG00000118785"	1544.90725356516	3.31012112534361	0.895801496576957	3.69515025147007	0.000219756793847307	0.0154428578833161	1.871832345565	"SPP1"	"secreted phosphoprotein 1"	"6696"	255	414	216	85	5480	541	1258	353	807	1757	1662
"ENSG00000118849"	374.528066137548	2.37028194522783	0.356198702843566	6.65438118192363	2.84494475661223e-11	7.06994635152289e-08	2.15089742699542	"RARRES1"	"retinoic acid receptor responder 1"	"5918"	89	106	143	95	353	617	868	792	355	294	376
"ENSG00000119125"	4.19016118069959	-5.51310560505145	1.39434598179	-3.95390073701361	7.68873176255096e-05	0.00779557804438707	-2.21001468170792	"GDA"	"guanine deaminase"	"9615"	0	8	7	36	0	0	1	0	0	0	0
"ENSG00000119280"	1776.97403777859	-1.18343378183392	0.315698843995228	-3.74861613953773	0.000177812993092811	0.0134273369590748	-1.09795194077596	"C1orf198"	"chromosome 1 open reading frame 198"	"84886"	1828	2661	2770	4676	556	1649	701	1088	1162	1589	1935
"ENSG00000119866"	50.235134270066	1.65760966260588	0.499373471565291	3.31937869548834	0.000902179917085912	0.0409667611519277	1.38101353335611	"BCL11A"	"BAF chromatin remodeling complex subunit BCL11A"	"53335"	21	19	12	40	24	18	112	141	65	72	49
"ENSG00000119915"	58.9013760117133	1.65527189180073	0.495486925108373	3.34069741888484	0.000835682443157405	0.0388180930703609	1.38194850399863	"ELOVL3"	"ELOVL fatty acid elongase 3"	"83401"	36	41	4	25	55	27	85	108	122	76	67
"ENSG00000119927"	4283.53187727545	-3.77513867731037	0.918641081657592	-4.1094816601262	3.96548204731418e-05	0.00497249620391653	-2.31826903731648	"GPAM"	"glycerol-3-phosphate acyltransferase, mitochondrial"	"57678"	349	29625	1068	14839	260	607	561	574	832	540	2168
"ENSG00000119969"	118.999187079668	1.27992644766083	0.358179904760113	3.57341780108532	0.000352351885536146	0.0220922467365552	1.16147317408155	"HELLS"	"helicase, lymphoid specific"	"3070"	70	64	38	96	100	98	290	194	140	129	104
"ENSG00000120149"	67.1227923740098	1.77514531511677	0.463542578989189	3.82951943484392	0.000128393743499967	0.0107992965302003	1.51351751659733	"MSX2"	"msh homeobox 2"	"4488"	53	24	6	29	55	117	163	70	120	62	52
"ENSG00000120738"	5063.26483572598	2.67843644352457	0.581381091579729	4.60702365852099	4.08473542462944e-06	0.000875160047885445	2.0848155969552	"EGR1"	"early growth response 1"	"1958"	1477	1087	1442	771	2639	2057	1966	3001	4172	22038	17665
"ENSG00000120885"	98205.0053782133	1.2479920876413	0.325811359923987	3.8304130584411	0.000127928329044723	0.0107933605023659	1.15088723214426	"CLU"	"clusterin"	"1191"	80058	37535	46972	56899	116830	98711	87975	104976	119790	133098	165614
"ENSG00000121075"	51.0641200355584	-2.2336306329539	0.610046961363226	-3.66140768566829	0.00025083324288957	0.0170991958294995	-1.74132246537825	"TBX4"	"T-box transcription factor 4"	"9496"	25	145	79	200	9	57	9	9	5	45	23
"ENSG00000121742"	224.585336730318	2.9723996888094	0.849055522880483	3.50083075689245	0.000463810289876461	0.0267458758977069	1.79177748338023	"GJB6"	"gap junction protein beta 6"	"10804"	108	45	13	7	240	91	398	323	837	360	39
"ENSG00000122188"	81.0874884893476	1.80470726226646	0.516966084768011	3.49095872135659	0.000481290607580931	0.027409500101734	1.48350932474718	"LAX1"	"lymphocyte transmembrane adaptor 1"	"54900"	37	34	15	49	62	33	128	267	53	154	60
"ENSG00000122420"	1706.57028397337	2.15220239004746	0.405584521752521	5.3064214106294	1.11798328950058e-07	5.96412185818349e-05	1.8997670893515	"PTGFR"	"prostaglandin F receptor"	"5737"	452	570	409	880	1282	674	2872	4551	3387	2099	1783
"ENSG00000122952"	101.467276002106	1.74701670180724	0.358699768498731	4.87041491305959	1.11364149913281e-06	0.000320447410739941	1.58444885963115	"ZWINT"	"ZW10 interacting kinetochore protein"	"11130"	30	36	63	43	76	85	268	97	122	137	187
"ENSG00000123201"	24.4693511106994	2.22116352789778	0.678256633023703	3.2748128359552	0.001057319990433	0.0450903264562817	1.61200877086664	"GUCY1B2"	"guanylate cyclase 1 soluble subunit beta 2 (pseudogene)"	"2974"	8	5	2	17	29	10	43	13	66	69	7
"ENSG00000123243"	3683.94171386004	-1.66749452190658	0.427780304476953	-3.89801611821616	9.6983962612399e-05	0.0090792931574402	-1.46078871576352	"ITIH5"	"inter-alpha-trypsin inhibitor heavy chain 5"	"80760"	4541	5046	6835	11862	643	2766	1288	1323	2182	1297	5495
"ENSG00000123405"	22.2093765720159	2.43293435831462	0.597008341616074	4.0752099907495	4.59728431705486e-05	0.00556067982703591	1.890341804962	"NFE2"	"nuclear factor, erythroid 2"	"4778"	11	8	0	6	10	14	44	31	34	72	28
"ENSG00000123560"	175.369487661617	-2.49873459934383	0.540835706908487	-4.62013614749485	3.83488313651956e-06	0.000838642923359189	-2.04401405902569	"PLP1"	"proteolipid protein 1"	"5354"	96	535	263	722	26	45	32	62	23	95	184
"ENSG00000123610"	1025.25704073962	2.46125286163427	0.573398961047527	4.29239156125759	1.76758881554588e-05	0.00262602216640011	1.93110073290044	"TNFAIP6"	"TNF alpha induced protein 6"	"7130"	111	144	596	264	502	2068	1128	3232	2489	804	209
"ENSG00000123612"	408.003828531038	-3.71481914524306	1.06982068404898	-3.47237551173856	0.000515874203450481	0.0287208497464814	-1.99889152054763	"ACVR1C"	"activin A receptor type 1C"	"130399"	9	1750	102	2588	18	39	53	47	66	44	288
"ENSG00000124107"	435.014457233952	2.51405049069647	0.561361674652755	4.47848616001725	7.51742432969944e-06	0.00135194941760963	1.99135641542074	"SLPI"	"secretory leukocyte peptidase inhibitor"	"6590"	43	171	89	169	230	51	760	384	588	1453	1102
"ENSG00000124216"	221.05275056228	1.37289252617405	0.356963034092271	3.84603556966396	0.000120044343753319	0.0105055061881737	1.24646965290642	"SNAI1"	"snail family transcriptional repressor 1"	"6615"	113	107	112	137	98	563	326	127	229	311	430
"ENSG00000124440"	174.549182821459	-2.31577626780955	0.626472309430608	-3.6965341212197	0.000218562895417087	0.0154260838713916	-1.78550765350279	"HIF3A"	"hypoxia inducible factor 3 subunit alpha"	"64344"	181	527	360	460	14	43	12	17	65	114	266
"ENSG00000124780"	20.1248743926846	4.06780566659387	0.751631070338979	5.41197114797201	6.23347344585695e-08	4.05710071704632e-05	2.85224415383266	"KCNK17"	"potassium two pore domain channel subfamily K member 17"	"89822"	0	3	0	5	10	8	50	39	37	56	25
"ENSG00000124785"	309.848705569072	-1.09430180537791	0.325106026773691	-3.36598437204508	0.000762710293783111	0.036218574672564	-1.01076090028877	"NRN1"	"neuritin 1"	"51299"	326	342	608	733	155	164	175	222	228	192	373
"ENSG00000124813"	222.62784091349	1.30513984547539	0.35251841386326	3.70233098229486	0.000213627673386461	0.0151681196875125	1.18762143069271	"RUNX2"	"RUNX family transcription factor 2"	"860"	139	130	95	124	240	148	262	459	255	339	199
"ENSG00000124875"	21.1638025162164	3.66405553496153	0.702614356584517	5.21488850978351	1.83927825685774e-07	8.37560985194952e-05	2.64492204979004	"CXCL6"	"C-X-C motif chemokine ligand 6"	"6372"	0	5	0	6	15	9	53	22	33	59	40
"ENSG00000124882"	94.4657071787832	2.01457674563063	0.556601399206456	3.61942450827972	0.000295258930372618	0.0193553911766568	1.6070581136052	"EREG"	"epiregulin"	"2069"	25	46	26	41	83	70	87	352	197	69	24
"ENSG00000125148"	12540.7036077522	1.44076785019084	0.416618669177101	3.45824120900923	0.000543714352876853	0.0294316347529538	1.26483679436059	"MT2A"	"metallothionein 2A"	"4502"	5269	4242	12728	2585	7777	11335	17206	9878	32458	22238	16799
"ENSG00000125398"	296.846502392007	1.10382206248339	0.329172407768499	3.35332499454112	0.000798468903370822	0.0374139011613825	1.0164167486702	"SOX9"	"SRY-box transcription factor 9"	"6662"	157	216	122	242	249	276	261	431	372	280	666
"ENSG00000125630"	549.033892657153	0.606673253926546	0.176847208993082	3.43049379959554	0.000602483741807123	0.0315507577893478	0.592075899554615	"POLR1B"	"RNA polymerase I subunit B"	"84172"	419	450	420	464	326	658	704	745	724	642	645
"ENSG00000125740"	3581.42742102908	5.45464910673524	1.255034784928	4.3462134852686	1.38507768142132e-05	0.00220907655157089	1.63591176663757	"FOSB"	"FosB proto-oncogene, AP-1 transcription factor subunit"	"2354"	152	59	191	131	68	159	668	1077	788	23674	16564
"ENSG00000126246"	39.2567234946012	1.24141179559879	0.38116160132839	3.25691725313445	0.00112629260728587	0.047179970437429	1.11297694256883	"IGFLR1"	"IGF like family receptor 1"	"79713"	29	11	20	29	38	65	59	36	46	35	62
"ENSG00000126353"	103.787296076328	2.38086936110072	0.443523494087751	5.36807946554837	7.95794916662244e-08	4.83418885375091e-05	2.05374792900429	"CCR7"	"C-C motif chemokine receptor 7"	"1236"	41	20	40	17	42	94	198	110	188	361	102
"ENSG00000126545"	1717.44671236635	4.05820235065196	1.18818465867565	3.41546435650434	0.000636733621542658	0.0325950379747006	1.53484839852883	"CSN1S1"	"casein alpha s1"	"1446"	36	311	185	137	755	14473	277	195	104	549	2624
"ENSG00000126787"	25.1718385396746	2.17224976729281	0.592186400588682	3.66818583664436	0.000244277611597926	0.016819375989942	1.69100587426235	"DLGAP5"	"DLG associated protein 5"	"9787"	9	13	3	8	36	19	68	33	39	7	30
"ENSG00000126950"	27.1274253413256	-1.95920913973334	0.469545308699295	-4.17256674368788	3.01187330311774e-05	0.0040162228592208	-1.67469001888369	"TMEM35A"	"transmembrane protein 35A"	"59353"	23	46	86	65	4	10	14	16	7	25	20
"ENSG00000127507"	264.701570323113	1.95384562158753	0.478226804608896	4.08560457665149	4.39621939535794e-05	0.00538901584715267	1.64799010169747	"ADGRE2"	"adhesion G protein-coupled receptor E2"	"30817"	119	116	23	146	299	86	642	310	483	305	356
"ENSG00000128340"	536.165700701365	1.20650717087383	0.234163323240668	5.15241735629884	2.57149951889911e-07	0.000108145401305579	1.1563573110883	"RAC2"	"Rac family small GTPase 2"	"5880"	296	323	289	338	414	448	801	683	644	917	831
"ENSG00000128536"	89.3992085024684	-1.82738470140747	0.371097767438538	-4.92426756975875	8.46769082179326e-07	0.00025436571022477	-1.65106955066969	"CDHR3"	"cadherin related family member 3"	"222256"	87	224	175	223	18	54	57	30	57	29	91
"ENSG00000128917"	362.362534278691	-1.35923513002013	0.390000160242936	-3.48521685009936	0.000491738353210429	0.0276915384380619	-1.21556658816464	"DLL4"	"delta like canonical Notch ligand 4"	"54567"	972	425	420	697	57	293	195	120	272	317	459
"ENSG00000129173"	17.2671572085458	4.50419771712026	0.854329306745772	5.27220321432869	1.34795704071375e-07	6.46451818683351e-05	2.97101631786783	"E2F8"	"E2F transcription factor 8"	"79733"	0	3	0	2	23	13	62	12	35	20	17
"ENSG00000129988"	541.045890569732	3.51089566397729	0.563970622578313	6.22531657398479	4.80584614709698e-10	7.72780060453194e-07	2.75895075650737	"LBP"	"lipopolysaccharide binding protein"	"3929"	32	113	34	132	282	228	2669	301	522	694	1341
"ENSG00000130066"	3369.24204070796	1.04929129712103	0.304139878801742	3.45002865541689	0.000560527051806862	0.0300442499768478	0.977597862180557	"SAT1"	"spermidine/spermine N1-acetyltransferase 1"	"6303"	2502	1731	2295	1932	2973	3215	4297	5414	3562	6553	2518
"ENSG00000131069"	1703.16145555327	-1.72109564909162	0.448546760620345	-3.83704844219881	0.000124521916063753	0.0107041858412539	-1.48976355761077	"ACSS2"	"acyl-CoA synthetase short chain family member 2"	"55902"	1205	7596	1437	2954	398	871	1105	571	917	866	1976
"ENSG00000131398"	151.919681041469	1.53869185861169	0.397555530100388	3.87038222867418	0.000108664843354756	0.00973922018998563	1.36587535720924	"KCNC3"	"potassium voltage-gated channel subfamily C member 3"	"3748"	90	63	66	71	205	93	198	110	173	357	188
"ENSG00000131480"	109.069145233567	-1.67973892684079	0.498796466820112	-3.36758385148421	0.000758299628101874	0.0361760534621166	-1.4097811234823	"AOC2"	"amine oxidase copper containing 2"	"314"	61	150	346	273	19	92	58	20	50	57	148
"ENSG00000131746"	23.0665794715406	3.04268913070146	0.705624419880667	4.31205191455255	1.61746442425073e-05	0.00247011215091162	2.16086952759454	"TNS4"	"tensin 4"	"84951"	4	4	1	9	7	10	37	9	40	98	56
"ENSG00000131747"	212.16772965429	2.47827824056226	0.530798044584057	4.66896640982218	3.027188638276e-06	0.000701281598439938	2.0101162243015	"TOP2A"	"DNA topoisomerase II alpha"	"7153"	35	37	127	26	266	112	781	244	273	153	231
"ENSG00000132321"	28.2934472974984	2.28602529291186	0.508851447312955	4.49251997804755	7.03853132613453e-06	0.00128270194887476	1.89224921557452	"IQCA1"	"IQ motif containing with AAA domain 1"	"79781"	8	5	17	4	25	43	26	24	52	32	76
"ENSG00000132465"	1236.39969644632	7.15884237361083	1.36681647849562	5.23760320880107	1.62675333216483e-07	7.66705673932031e-05	1.52147349834307	"JCHAIN"	"joining chain of multimeric IgA and IgM"	"3512"	9	19	7	24	161	12	1436	10938	120	852	56
"ENSG00000132874"	33.7479435598666	-2.13031459682802	0.623038648770817	-3.41923346333471	0.000627978213956282	0.0323264264851784	-1.64488091145693	"SLC14A2"	"solute carrier family 14 member 2"	"8170"	14	187	39	45	5	23	5	8	14	21	34
"ENSG00000133048"	5182.61696117414	3.73862709560786	0.480152168894735	7.78633803573943	6.89792461854331e-15	2.69373810532143e-11	3.12977481903546	"CHI3L1"	"chitinase 3 like 1"	"1116"	542	1039	393	519	5718	2917	9859	2056	7715	6597	19374
"ENSG00000133116"	163.593946972253	-1.51070580642668	0.338513706645817	-4.46276111356198	8.09102400474537e-06	0.00142918570013281	-1.38686752165756	"KL"	"klotho"	"9365"	249	247	286	414	53	124	94	58	103	63	198
"ENSG00000133401"	1351.74631688661	-1.85299597817844	0.548758085362899	-3.37670829387969	0.000733588043980281	0.0358095763754374	-1.5059356100892	"PDZD2"	"PDZ domain containing 2"	"23037"	630	4215	766	5487	287	526	435	325	690	730	2012
"ENSG00000134028"	18.2559048831014	4.33922860787214	0.861782589558877	5.03517785163572	4.77405372841461e-07	0.000169485107428496	2.77742597475626	"ADAMDEC1"	"ADAM like decysin 1"	"27299"	1	0	1	4	7	4	36	56	24	22	54
"ENSG00000134061"	942.954762197379	1.50970306875978	0.413791126058001	3.64846651773814	0.000263810275812294	0.0177949073181492	1.32746433331662	"CD180"	"CD180 molecule"	"4064"	449	571	347	481	1177	438	2024	1582	803	1568	618
"ENSG00000134198"	226.182267559467	-1.2490312666118	0.385716669730815	-3.23820919506403	0.00120282576149922	0.0490752910691682	-1.11936339416674	"TSPAN2"	"tetraspanin 2"	"10100"	184	212	618	515	79	267	87	151	168	135	176
"ENSG00000134853"	9611.34363607145	0.888785860530297	0.253118299962114	3.51134572515431	0.000445844159080086	0.0263231013663353	0.845938487968759	"PDGFRA"	"platelet derived growth factor receptor alpha"	"5156"	6831	5752	8026	5671	7456	9365	10192	16078	12009	12127	12572
"ENSG00000135047"	4132.02730981107	1.2518292706259	0.371100960691261	3.37328490956769	0.000742770526509413	0.0359093968574266	1.1280205770552	"CTSL"	"cathepsin L"	"1514"	2767	1462	3289	1678	2849	3843	12284	5564	3313	5104	4377
"ENSG00000135052"	3734.70161331822	1.51648242743575	0.416876072729393	3.63772959552932	0.000275051970696384	0.0182939675692369	1.33093502351702	"GOLM1"	"golgi membrane protein 1"	"51280"	2329	966	2632	1199	5145	3064	5534	7391	3264	3996	3275
"ENSG00000135097"	7.358522586297	3.16131324344102	0.926612350961025	3.41168908461268	0.000645617068417384	0.0329264704892866	1.90813646204203	"MSI1"	"musashi RNA binding protein 1"	"4440"	5	0	0	0	9	6	9	16	10	15	8
"ENSG00000135218"	4950.50455273547	-2.31489546011856	0.585522068908494	-3.95355800069824	7.69975882347275e-05	0.00779557804438707	-1.83694328277685	"CD36"	"CD36 molecule"	"948"	826	12664	5065	26424	765	2320	2016	1661	2171	740	4944
"ENSG00000135245"	396.615754073285	-1.51364111810236	0.467333047383553	-3.23889167816559	0.00119995136674051	0.0490311966535406	-1.2951239758444	"HILPDA"	"hypoxia inducible lipid droplet associated"	"29923"	188	1248	404	1114	87	233	276	134	215	194	585
"ENSG00000135298"	566.679284054022	2.04554873972194	0.546406986102082	3.74363577287752	0.00018137652111422	0.013583859126516	1.64268888070086	"ADGRB3"	"adhesion G protein-coupled receptor B3"	"577"	66	374	29	367	371	782	724	1467	818	1109	257
"ENSG00000135426"	97.1369484608923	1.49512881804609	0.427455661246194	3.49774012510964	0.000469218102193831	0.026890033630127	1.30451166299648	"TESPA1"	"thymocyte expressed, positive selection associated 1"	"9840"	37	54	27	77	77	40	144	191	97	232	106
"ENSG00000135842"	3461.85353234968	-0.977178175053977	0.300386586696802	-3.25306860668949	0.00114165929260125	0.047374312142355	-0.912713700454854	"NIBAN1"	"niban apoptosis regulator 1"	"116496"	3681	4836	7521	5316	2309	2634	2324	1995	1977	3183	2751
"ENSG00000136193"	877.915099806969	-1.28097446988549	0.298862796614001	-4.2861623607837	1.81786149645015e-05	0.00267166999284739	-1.19738465567762	"SCRN1"	"secernin 1"	"9805"	1005	1120	1906	1968	397	715	624	435	397	562	872
"ENSG00000136244"	26.2987394817422	2.8885369580508	0.719488129683118	4.01471106871907	5.95186606678023e-05	0.00648208011161372	2.01603441846465	"IL6"	"interleukin 6"	"3569"	10	9	0	3	6	14	49	11	50	63	98
"ENSG00000136999"	664.314507610928	-1.44917099793954	0.419219115213581	-3.45683425528254	0.000546560904016166	0.0295272507355453	-1.27530440859136	"CCN3"	"cellular communication network factor 3"	"4856"	2301	771	777	801	338	578	260	175	550	343	531
"ENSG00000137441"	1063.97259666553	-2.72221582028348	0.513198614835825	-5.3044099137998	1.13038048573457e-07	5.96412185818349e-05	-2.26799013893564	"FGFBP2"	"fibroblast growth factor binding protein 2"	"83888"	462	3135	2958	3428	315	370	150	140	232	361	781
"ENSG00000137812"	72.1316994011551	1.85936485910244	0.416800106142731	4.46104699039044	8.15602023780798e-06	0.00142918570013281	1.63200977002226	"KNL1"	"kinetochore scaffold 1"	"57082"	22	28	38	26	73	66	199	117	113	56	51
"ENSG00000137872"	1456.27713746727	1.07818471624698	0.330780835227342	3.25951385758474	0.00111603328343596	0.04693520897847	0.992008085699129	"SEMA6D"	"semaphorin 6D"	"80031"	930	1233	498	988	1563	1062	1779	2295	2065	1364	1929
"ENSG00000137962"	1611.62871215817	-0.939958658277951	0.24110665072413	-3.89851816801783	9.67831403927805e-05	0.0090792931574402	-0.898973223138965	"ARHGAP29"	"Rho GTPase activating protein 29"	"9411"	2531	2316	1813	3281	541	987	1616	1541	1041	1546	1382
"ENSG00000138061"	19402.3147953218	1.31170189166427	0.332942149256596	3.93972915292667	8.15736517514783e-05	0.00807933820390729	1.20539916999727	"CYP1B1"	"cytochrome P450 family 1 subfamily B member 1"	"1545"	8612	13103	6402	14993	18535	15404	35875	37285	24120	19189	18649
"ENSG00000138131"	275.907679555009	-1.27637001925154	0.369295098657024	-3.45623330472887	0.000547780974442595	0.029534794314325	-1.15382166158735	"LOXL4"	"lysyl oxidase like 4"	"84171"	460	326	729	329	72	222	160	112	150	218	382
"ENSG00000138160"	82.6006008843719	1.48028076123	0.455852861610377	3.24727754477762	0.00116514707664657	0.0479675609747147	1.26873338661863	"KIF11"	"kinesin family member 11"	"3832"	40	42	30	53	101	40	231	127	97	73	53
"ENSG00000138622"	6.14169858433643	4.29894501577622	1.29897279574314	3.3094958030409	0.000934641672838296	0.0416792247450369	1.9796992043714	"HCN4"	"hyperpolarization activated cyclic nucleotide gated potassium channel 4"	"10021"	2	0	0	0	6	0	6	15	15	16	7
"ENSG00000138778"	126.217105036711	1.27081636155745	0.368874811010143	3.44511558834118	0.000570815240544716	0.0303874121501293	1.14661145216818	"CENPE"	"centromere protein E"	"1062"	53	70	63	99	137	139	263	202	161	98	82
"ENSG00000138795"	70.6630459608512	1.9363002481004	0.343045404247734	5.64444305075744	1.65716822443487e-08	1.5346481999273e-05	1.77063715300467	"LEF1"	"lymphoid enhancer binding factor 1"	"51176"	38	12	28	29	41	85	150	112	92	125	92
"ENSG00000138798"	63.5244716138569	1.5307923483424	0.442041433202169	3.46300648166229	0.000534175527352415	0.0292044444314112	1.32350403765047	"EGF"	"epidermal growth factor"	"1950"	34	44	19	25	74	100	80	81	115	91	20
"ENSG00000138829"	180.650062622641	2.74734527040385	0.505861060484143	5.43102738086709	5.60305358191853e-08	3.82912681788312e-05	2.26839294144696	"FBN2"	"fibrillin 2"	"2201"	36	24	61	44	57	387	398	103	733	144	152
"ENSG00000139182"	1259.15612671162	1.35435204336772	0.335829321224998	4.03285823413951	5.51025239403207e-05	0.00619869380424941	1.24280820077801	"CLSTN3"	"calsyntenin 3"	"9746"	827	596	535	731	603	1207	1698	978	1645	2141	3522
"ENSG00000139193"	54.8613530104807	1.91796827810765	0.51189944028996	3.74676767964668	0.000179127841343141	0.0134893627299066	1.5826656441214	"CD27"	"CD27 molecule"	"939"	26	17	12	30	38	27	131	161	46	93	31
"ENSG00000139410"	211.919399011053	1.12905992329452	0.318511969795126	3.54479589580497	0.000392917212669269	0.0236061207154442	1.04499674219901	"SDSL"	"serine dehydratase like"	"113675"	161	117	86	151	132	147	441	201	304	271	400
"ENSG00000139734"	27.6751603373984	1.95155523010046	0.581034096405357	3.35876197657591	0.000782924716055175	0.0368365405130538	1.5319774122165	"DIAPH3"	"diaphanous related formin 3"	"81624"	13	6	16	6	18	11	114	18	44	32	40
"ENSG00000139946"	482.571241115214	-0.940302120737608	0.287523336577613	-3.2703506154666	0.00107414258530704	0.0454504903399735	-0.883111184816362	"PELI2"	"pellino E3 ubiquitin protein ligase family member 2"	"57161"	581	703	609	1099	202	453	255	563	382	319	348
"ENSG00000140279"	115.631623379291	-2.30751792346757	0.672255895759139	-3.43249934738293	0.000598045321176436	0.0314993581882063	-1.72086163786522	"DUOX2"	"dual oxidase 2"	"50506"	130	534	192	144	6	154	16	9	59	102	13
"ENSG00000140563"	338.76515751044	1.54572834567873	0.405991916271711	3.80728847971507	0.000140498819317472	0.0114990291163545	1.36541651496535	"MCTP2"	"multiple C2 and transmembrane domain containing 2"	"55784"	184	192	109	164	285	173	443	924	462	534	238
"ENSG00000140937"	2709.13995703036	1.38861796872317	0.296297516078541	4.68656635094804	2.77826775765998e-06	0.000654713167443044	1.29810175677557	"CDH11"	"cadherin 11"	"1009"	1310	990	1891	1455	1946	2692	3281	4476	5234	2358	4553
"ENSG00000141622"	69.8732270503158	-1.68245176973987	0.467881071118908	-3.59589620865916	0.000323276683488508	0.0207931562819808	-1.43907040689586	"RNF165"	"ring finger protein 165"	"494470"	162	176	56	137	20	14	46	32	38	24	101
"ENSG00000141682"	42.3796604158604	1.55354848917956	0.397017549950201	3.91304739393617	9.11386385733213e-05	0.00877241487338138	1.38067411406744	"PMAIP1"	"phorbol-12-myristate-13-acetate-induced protein 1"	"5366"	29	8	18	26	22	64	63	37	50	80	89
"ENSG00000141744"	34.0338200291791	-3.71119361859885	0.668107284650892	-5.55478693895408	2.77950578624326e-08	2.30244152038623e-05	-2.78389245350605	"PNMT"	"phenylethanolamine N-methyltransferase"	"5409"	83	216	19	33	1	8	3	5	5	4	20
"ENSG00000141753"	45823.7681175874	1.8247065325307	0.3690372327138	4.94450524439582	7.6337486685819e-07	0.000239857647821098	1.64509506133498	"IGFBP4"	"insulin like growth factor binding protein 4"	"3487"	28784	14212	15810	14728	28287	36208	85795	34124	70373	62196	131006
"ENSG00000142089"	11722.496628154	0.91751141229701	0.269160526859665	3.40878888521192	0.000652519558155191	0.0332165263346933	0.86777798186441	"IFITM3"	"interferon induced transmembrane protein 3"	"10410"	6541	6128	8201	11252	7660	10388	21104	10444	14206	15170	21784
"ENSG00000142549"	18.8752369721742	2.73181648968535	0.777294475467312	3.5145193693072	0.000440550542649181	0.026123404845679	1.8179264489411	"IGLON5"	"IgLON family member 5"	"402665"	1	1	5	11	16	1	28	11	35	55	49
"ENSG00000142669"	6822.37852368914	1.40365156611664	0.424458013889502	3.30692676350798	0.000943255492234123	0.0419948406119088	1.22654004255917	"SH3BGRL3"	"SH3 domain binding glutamate rich protein like 3"	"83442"	2435	3205	6166	2128	11471	5413	8826	5127	8691	8538	7616
"ENSG00000142945"	50.6084612322202	1.29056850001393	0.389686964957298	3.3118082360167	0.000926950617917901	0.0416077538446695	1.15152675647881	"KIF2C"	"kinesin family member 2C"	"11004"	23	22	34	33	43	46	134	49	60	39	81
"ENSG00000143110"	1122.7444028117	1.19417926675068	0.353957298503197	3.37379472552363	0.000741396324646321	0.0359093968574266	1.08593181042183	"C1orf162"	"chromosome 1 open reading frame 162"	"128346"	480	801	498	877	1197	692	2357	1111	1650	1813	827
"ENSG00000143297"	42.3806051653919	8.58826321170848	1.88728012574363	4.55060332303584	5.34923113441649e-06	0.00102256351252034	1.12656783603058	"FCRL5"	"Fc receptor like 5"	"83416"	0	0	0	0	16	0	84	305	13	33	15
"ENSG00000143473"	70.1300818835942	2.86106887995446	0.421847692099617	6.78223191340545	1.18333312646887e-11	3.70203157008141e-08	2.50370883080176	"KCNH1"	"potassium voltage-gated channel subfamily H member 1"	"3756"	23	19	3	15	44	61	120	98	116	179	121
"ENSG00000143476"	52.7473732555507	2.2317362188346	0.572063677070801	3.9012024505069	9.57160598666221e-05	0.00902239383625511	1.7597092349479	"DTL"	"denticleless E3 ubiquitin protein ligase homolog"	"51514"	28	7	9	23	56	21	218	32	48	70	73
"ENSG00000144218"	619.203486421833	-2.75830935119797	0.44747708184878	-6.16413546767992	7.0869253938252e-10	1.01962206613477e-06	-2.39215031198655	"AFF3"	"AF4/FMR2 family member 3"	"3899"	911	838	1261	2896	79	86	126	197	157	500	304
"ENSG00000144278"	37.3400715104596	-3.07248761254283	0.81641353723846	-3.76339621086588	0.000167621312328611	0.0129437745587992	-2.05404233218072	"GALNT13"	"polypeptide N-acetylgalactosaminyltransferase 13"	"114805"	15	29	217	98	1	42	4	2	3	3	20
"ENSG00000144730"	602.985937892575	-1.53935858715886	0.360786762636024	-4.26667147073748	1.98411007000652e-05	0.00286971602506339	-1.39787326830989	"IL17RD"	"interleukin 17 receptor D"	"54756"	901	678	1690	1101	166	711	245	329	279	290	511
"ENSG00000144802"	1129.02605436664	1.18185461616757	0.364727670975957	3.24037551909649	0.00119372379915823	0.0488497511583671	1.06868961648439	"NFKBIZ"	"NFKB inhibitor zeta"	"64332"	578	520	997	531	590	1230	824	1442	1181	3213	1743
"ENSG00000144891"	210.270495579279	-1.45127935704055	0.379665059228623	-3.82252546491679	0.000132091832385003	0.0110423924467169	-1.30497711806503	"AGTR1"	"angiotensin II receptor type 1"	"185"	124	572	249	591	79	143	89	169	172	118	127
